"ausfall";"betrag";"zins";"bonitaet";"alter";"wohnen";"arbeit";"einkommen"
"nein";7500;13,24;"D";23;"Miete";1;30
"ja";7500;9,76;"B";22;"Miete";4;22,596
"ja";1500;10,39;"B";50;"Miete";1;35
"nein";7500;13,55;"D";23;"Miete";0;70
"ja";7500;9,45;"B";34;"Miete";0;45
"nein";5500;12,29;"C";36;"Miete";5;34
"nein";1600;11,66;"C";22;"Grundschuld";14;60
"nein";4000;12,61;"D";24;"Grundschuld";2;143,123
"nein";7000;11,34;"C";21;"Miete";7;35
"nein";7000;8,32;"A";28;"Miete";0;50
"ja";6000;12,61;"D";32;"Miete";5;30
"ja";3000;12,29;"C";23;"Miete";0;42
"nein";2000;11,97;"C";35;"Grundschuld";8;48
"nein";7500;8,32;"A";26;"Grundschuld";7;100
"nein";2000;9,76;"B";29;"Miete";12;80,004
"nein";4000;8,32;"A";33;"Miete";3;32,004
"nein";7500;11,03;"C";33;"Miete";9;115
"nein";5600;8;"A";22;"Miete";0;26
"nein";5000;10,08;"B";23;"Eigentum";6;48
"nein";7500;12,29;"C";25;"Grundschuld";1;131
"nein";7500;8;"A";33;"Grundschuld";2;48
"nein";1000;7,37;"A";23;"Miete";0;34
"nein";7500;12,61;"D";23;"Miete";1;42
"nein";5900;10,71;"B";26;"Miete";0;36,8
"ja";2100;12,29;"C";28;"Grundschuld";27;57,043
"nein";5750;9,45;"B";31;"Miete";1;95,8
"nein";2500;10,08;"B";25;"Miete";10;65,004
"ja";7500;11,97;"C";23;"Miete";15;68,844
"nein";4550;11,03;"C";31;"Grundschuld";7;53
"nein";6300;12,29;"C";22;"Grundschuld";0;44,004
"nein";7500;10,71;"B";30;"Grundschuld";5;90
"ja";7500;10,39;"B";28;"Miete";2;42
"ja";5000;12,29;"C";26;"Grundschuld";15;42
"nein";6000;11,03;"C";23;"Miete";4;33,276
"nein";7500;13,24;"D";29;"Grundschuld";3;138
"nein";5500;11,03;"C";28;"Miete";11;53
"nein";7500;10,39;"B";32;"Grundschuld";1;50
"nein";4000;9,45;"B";22;"Miete";2;20
"nein";7500;11,97;"C";23;"Miete";8;57
"nein";4500;8,63;"A";25;"Miete";24;78,996
"nein";7000;8;"A";33;"Eigentum";20;18
"nein";6000;12,92;"D";25;"Miete";1;32
"nein";7500;11,34;"C";33;"Miete";0;33
"nein";7500;9,76;"B";22;"Miete";1;67,5
"nein";4000;8,63;"A";25;"Miete";0;19,404
"nein";5000;7,68;"A";24;"Grundschuld";2;48
"nein";7500;11,03;"C";35;"Grundschuld";11;77,2687
"nein";6000;8,63;"A";21;"Miete";0;36,45
"nein";6500;11,34;"C";21;"Eigentum";8;24,996
"nein";3600;8,32;"A";21;"Miete";0;12,12
"nein";7500;11,34;"C";22;"Miete";8;60
"nein";5000;11,03;"C";30;"Grundschuld";22;91,644
"nein";1200;11,34;"C";24;"Grundschuld";3;18
"nein";5000;12,29;"C";22;"Miete";2;58,38
"nein";3500;10,71;"B";26;"Miete";0;24
"nein";5000;15,45;"E";35;"Miete";0;40
"nein";4200;8,63;"A";29;"Miete";6;60
"ja";7500;13,24;"D";39;"Miete";6;129,996
"nein";7500;10,39;"B";25;"Miete";0;53
"nein";5200;10,08;"B";26;"Grundschuld";19;40
"nein";1600;10,08;"B";23;"Miete";6;45
"nein";5000;8,63;"A";27;"Grundschuld";12;130
"nein";6500;8,32;"A";26;"Grundschuld";18;39,996
"nein";7500;11,03;"C";25;"Grundschuld";5;85
"nein";7500;13,24;"D";22;"Miete";0;82,5
"nein";7500;11,97;"C";23;"Grundschuld";10;91
"nein";6000;9,45;"B";34;"Grundschuld";15;110
"nein";1925;12,29;"C";32;"Miete";5;60
"ja";7500;11,03;"C";23;"Grundschuld";3;60
"nein";2400;10,71;"B";28;"Grundschuld";4;36
"nein";7250;8;"A";30;"Miete";0;20,8
"ja";7500;12,92;"D";25;"Miete";3;59
"nein";7500;12,29;"C";38;"Miete";6;65
"nein";3000;7,68;"A";38;"Grundschuld";0;200
"nein";4000;9,76;"B";22;"Miete";1;12
"nein";7500;8;"A";23;"Grundschuld";0;60
"nein";5500;9,76;"B";26;"Miete";0;62,4
"nein";7500;10,39;"B";44;"Eigentum";3;30
"nein";7500;13,55;"D";27;"Miete";0;42
"nein";1000;9,45;"B";38;"Miete";0;61
"nein";7300;9,45;"B";26;"Miete";5;41,4
"nein";7500;8;"A";35;"Miete";3;160
"nein";4000;11,66;"C";23;"Miete";4;24
"nein";3000;9,45;"B";22;"Sonstige";10;25,992
"nein";7500;8,32;"A";25;"Miete";6;37,676
"nein";3000;9,76;"B";29;"Miete";6;45,996
"nein";4000;9,76;"B";25;"Miete";6;30
"ja";7500;10,08;"B";25;"Grundschuld";7;50
"nein";6500;11,34;"C";24;"Miete";34;38
"nein";3000;7,37;"A";24;"Eigentum";0;39,996
"nein";7000;10,71;"B";23;"Miete";0;65
"nein";5000;13,24;"D";24;"Miete";4;57,996
"ja";7500;12,61;"D";25;"Miete";2;80,004
"nein";7500;10,71;"B";24;"Miete";0;79,992
"nein";3200;7,37;"A";23;"Miete";4;45,24
"nein";7000;8;"A";23;"Miete";2;44,5
"nein";6600;11,97;"C";26;"Miete";2;54
"ja";5050;12,29;"C";28;"Grundschuld";5;62
"nein";2500;11,66;"C";23;"Miete";2;33,448
"ja";7500;12,92;"D";21;"Grundschuld";7;50
"nein";4000;12,29;"C";23;"Miete";2;27,04
"nein";7500;14,5;"E";29;"Grundschuld";11;109
"nein";4200;11,66;"C";23;"Grundschuld";7;68,5
"nein";5000;8,63;"A";26;"Miete";8;31,2
"nein";7500;12,61;"D";23;"Miete";5;34,78
"nein";7500;12,61;"D";25;"Grundschuld";12;75
"nein";5000;12,92;"D";24;"Miete";2;39,996
"nein";6000;10,39;"B";24;"Miete";0;38
"nein";2500;8,63;"A";25;"Miete";13;60
"nein";4000;10,08;"B";21;"Miete";0;37
"nein";7100;8,32;"A";29;"Grundschuld";6;39
"nein";7500;12,29;"C";35;"Grundschuld";6;500
"ja";5000;10,39;"B";24;"Grundschuld";6;77
"nein";7500;9,76;"B";30;"Miete";5;38,168
"ja";6825;8,32;"A";27;"Grundschuld";0;42
"nein";1500;7,37;"A";42;"Miete";12;35,004
"nein";4000;11,34;"C";24;"Miete";1;30
"nein";7500;11,03;"C";23;"Miete";12;90
"nein";7500;8,32;"A";24;"Sonstige";12;45
"nein";3500;7,68;"A";28;"Miete";4;17,004
"nein";7000;11,66;"C";70;"Grundschuld";3;44
"nein";7500;13,87;"D";22;"Grundschuld";2;62
"nein";5000;10,39;"B";24;"Miete";0;54,996
"nein";7500;11,34;"C";25;"Miete";2;21,5
"ja";7500;13,55;"D";58;"Grundschuld";34;55
"nein";3500;8,32;"A";32;"Grundschuld";18;41,46428
"nein";7500;10,08;"B";22;"Grundschuld";1;65
"nein";3000;11,66;"C";30;"Grundschuld";0;33
"nein";4000;9,45;"B";24;"Miete";0;24,996
"nein";7500;6;"D";28;"Grundschuld";8;72
"nein";10000;14,18;"E";30;"Miete";4;90
"nein";7500;8,63;"A";27;"Grundschuld";3;113,8
"nein";5000;11,34;"C";35;"Miete";4;54,396
"nein";6000;8;"A";23;"Grundschuld";0;75
"nein";5000;10,39;"B";23;"Miete";15;66
"nein";6500;11,03;"C";38;"Miete";0;55
"nein";5125;10,71;"B";23;"Grundschuld";10;65
"ja";7500;10,08;"B";26;"Grundschuld";4;80
"nein";7500;13,24;"D";22;"Grundschuld";37;117
"nein";6000;15,45;"E";26;"Miete";1;36
"nein";7000;8,63;"A";25;"Grundschuld";0;67
"nein";7500;10,39;"B";24;"Grundschuld";1;27
"nein";7500;8,63;"A";24;"Grundschuld";13;80
"nein";6000;8,32;"A";22;"Miete";0;40
"nein";5000;11,34;"C";24;"Grundschuld";11;90
"nein";7500;8;"A";25;"Grundschuld";7;45
"ja";7500;10,08;"B";22;"Sonstige";0;35
"ja";25000;13,55;"D";26;"Grundschuld";1;64
"nein";6700;12,92;"D";45;"Miete";0;19,368
"ja";7500;12,92;"D";33;"Miete";1;50
"nein";7000;12,92;"D";24;"Grundschuld";9;82
"nein";6000;10,39;"B";33;"Miete";0;61
"nein";5800;11,97;"C";26;"Grundschuld";7;89,018
"ja";6600;10,71;"B";24;"Grundschuld";1;47
"nein";7500;8;"A";27;"Grundschuld";2;44
"nein";5000;9,45;"B";31;"Miete";0;40
"nein";7000;11,66;"C";25;"Eigentum";15;65
"nein";7000;10,08;"B";31;"Grundschuld";8;100
"ja";6000;10,08;"B";40;"Miete";1;48
"nein";7000;8,63;"A";23;"Grundschuld";13;85
"nein";7500;8;"A";23;"Sonstige";4;125
"nein";7500;11,03;"C";29;"Miete";1;105
"nein";7500;12,29;"C";35;"Miete";0;35,3
"nein";7000;8,63;"A";25;"Miete";0;46,8
"nein";7500;11,03;"C";32;"Grundschuld";11;60
"nein";7500;11,34;"C";22;"Grundschuld";0;97
"ja";7500;10,08;"B";33;"Grundschuld";2;81
"nein";7000;9,76;"B";38;"Eigentum";2;44
"nein";7500;10,08;"B";25;"Grundschuld";3;145
"nein";12000;12,61;"D";31;"Grundschuld";4;50,268
"nein";1000;7,37;"A";24;"Eigentum";4;40
"nein";7500;10,08;"B";31;"Miete";3;85
"nein";5000;10,71;"B";24;"Grundschuld";4;30
"nein";7000;8;"A";36;"Miete";4;44
"nein";10000;8,32;"A";22;"Grundschuld";2;36
"nein";10000;11,97;"C";29;"Miete";11;60
"ja";10000;8;"A";30;"Grundschuld";4;65
"nein";9600;11,97;"C";22;"Miete";3;65
"nein";5000;10,08;"B";47;"Eigentum";2;52
"nein";9000;10,71;"B";31;"Miete";5;39
"nein";5000;8;"A";36;"Eigentum";0;40
"ja";6400;11,66;"C";24;"Grundschuld";0;100
"nein";6400;8,63;"A";26;"Grundschuld";8;58,9
"nein";6400;11,34;"C";22;"Grundschuld";0;52
"ja";9600;11,97;"C";26;"Miete";0;70
"ja";9525;11,66;"C";24;"Grundschuld";1;60,417
"nein";2000;7,37;"A";25;"Eigentum";0;98
"nein";4000;9,45;"B";24;"Miete";0;29
"nein";6400;10,39;"B";28;"Miete";7;87
"nein";3000;11,03;"C";37;"Miete";6;30
"ja";7675;13,87;"D";34;"Eigentum";7;42,994
"nein";7500;11,34;"C";22;"Grundschuld";11;35
"ja";10000;10,71;"B";32;"Grundschuld";0;200
"nein";6000;8;"A";27;"Eigentum";1;27
"nein";5000;9,76;"B";29;"Grundschuld";1;47
"nein";9600;11,66;"C";29;"Miete";1;60
"nein";8400;14,5;"E";26;"Miete";0;50
"nein";4000;11,34;"C";24;"Grundschuld";4;105
"nein";9600;11,03;"C";22;"Grundschuld";4;62,892
"nein";5600;11,03;"C";23;"Miete";0;50
"ja";10000;11,03;"C";36;"Grundschuld";4;80
"nein";9250;10,08;"B";26;"Grundschuld";10;36,194
"nein";9600;10,08;"B";31;"Grundschuld";4;60
"nein";6400;10,08;"B";23;"Grundschuld";10;62
"nein";9000;11,34;"C";23;"Grundschuld";7;132
"nein";5000;12,92;"D";21;"Miete";0;18,492
"nein";3200;7,68;"A";24;"Eigentum";12;61,717
"ja";10000;10,39;"B";53;"Grundschuld";0;34
"nein";16000;9,45;"B";22;"Eigentum";4;50
"nein";5000;13,87;"D";21;"Eigentum";6;44,5
"nein";15000;13,24;"D";30;"Miete";2;49,992
"nein";16775;11,97;"C";30;"Miete";7;83
"nein";3000;10,71;"B";25;"Miete";3;42,264
"nein";16000;8,63;"A";29;"Grundschuld";2;33
"ja";10000;13,24;"D";32;"Miete";12;102
"nein";15000;10,39;"B";33;"Grundschuld";7;57
"ja";10000;9,76;"B";25;"Grundschuld";12;36,252
"nein";7000;8;"A";27;"Sonstige";0;35
"nein";8800;10,71;"B";29;"Miete";1;65,5
"nein";5000;15,13;"E";30;"Miete";2;60
"nein";6975;12,29;"C";22;"Miete";0;28
"nein";5000;7,68;"A";26;"Eigentum";13;185
"ja";20000;12,29;"C";27;"Grundschuld";5;96
"nein";9900;9,76;"B";23;"Grundschuld";1;60
"nein";10000;11,66;"C";44;"Miete";3;67
"nein";3000;12,92;"D";22;"Eigentum";0;38,004
"ja";20000;16,08;"F";29;"Grundschuld";16;82
"nein";4500;11,03;"C";22;"Miete";3;37,3425
"nein";4000;12,61;"D";25;"Miete";1;30,9
"nein";10000;15,76;"F";25;"Eigentum";8;42,64271
"nein";2400;11,03;"C";31;"Miete";0;50
"ja";9700;11,34;"C";21;"Miete";1;28
"nein";11200;9,76;"B";25;"Eigentum";10;36
"nein";12000;8,32;"A";22;"Miete";12;54,996
"nein";5000;10,08;"B";22;"Miete";1;27
"nein";2800;12,29;"C";23;"Miete";1;26,5
"ja";24000;16,08;"F";31;"Grundschuld";13;105,9
"nein";4500;11,97;"C";26;"Grundschuld";24;115,2
"nein";10000;10,08;"B";34;"Miete";2;35,665
"nein";5700;10,39;"B";28;"Miete";1;36
"nein";4075;8,32;"A";31;"Miete";0;19,2
"nein";5000;11,66;"C";26;"Grundschuld";3;69,6
"ja";4000;10,08;"B";22;"Miete";3;15
"ja";10000;10,71;"B";31;"Miete";1;50
"nein";12000;13,55;"D";22;"Miete";12;82
"nein";25000;17,03;"F";31;"Sonstige";6;97
"nein";10400;11,66;"C";25;"Miete";2;57,3
"nein";3000;9,76;"B";21;"Miete";2;48
"ja";16000;13,24;"D";34;"Miete";0;50
"nein";10000;8;"A";23;"Grundschuld";0;28,989
"ja";12000;11,66;"C";22;"Grundschuld";0;35,28
"nein";6000;13,24;"D";23;"Eigentum";14;38,4
"ja";7200;11,97;"C";23;"Grundschuld";14;64
"nein";1000;7,68;"A";22;"Miete";1;36
"nein";5000;10,08;"B";32;"Miete";4;42
"nein";5000;11,97;"C";31;"Eigentum";1;51,32
"nein";3600;10,71;"B";30;"Miete";0;110
"nein";5000;11,97;"C";29;"Grundschuld";2;48
"nein";13000;11,97;"C";26;"Grundschuld";15;50
"nein";7200;10,71;"B";35;"Grundschuld";18;40
"nein";10000;10,39;"B";45;"Miete";6;62,2
"nein";10000;10,39;"B";32;"Miete";1;38,4
"nein";6600;13,24;"D";36;"Grundschuld";22;32,4
"nein";3500;11,97;"C";29;"Miete";2;40,8
"ja";4500;9,76;"B";22;"Miete";0;54,3
"nein";12000;9,76;"B";27;"Grundschuld";9;45
"nein";16800;9,76;"B";33;"Grundschuld";4;65
"nein";6000;8;"A";21;"Sonstige";12;160
"nein";16000;12,29;"C";24;"Miete";1;112,5
"nein";500;9,76;"B";26;"Grundschuld";7;59
"nein";25000;12,92;"D";24;"Miete";5;83
"nein";12500;14,5;"E";24;"Miete";2;60
"nein";25000;10,08;"B";32;"Grundschuld";26;140
"nein";725;7,37;"A";27;"Miete";1;12
"nein";12000;10,39;"B";26;"Miete";0;45,9
"nein";20000;13,87;"D";24;"Miete";16;60
"nein";25000;10,08;"B";31;"Grundschuld";1;95
"nein";10000;13,55;"D";30;"Miete";8;148
"ja";20000;11,66;"C";24;"Miete";0;54,912
"ja";3300;11,97;"C";33;"Miete";3;18
"nein";20000;12,29;"C";33;"Grundschuld";4;97,2
"nein";10000;13,55;"D";42;"Miete";3;100
"nein";23575;14,5;"E";23;"Miete";3;75
"nein";6000;11,66;"C";23;"Miete";6;27
"nein";8350;11,34;"C";33;"Eigentum";8;60
"nein";7500;9,76;"B";28;"Miete";0;20
"ja";18000;10,71;"B";22;"Miete";6;52,61
"ja";25000;13,24;"D";25;"Grundschuld";16;200
"nein";5000;9,76;"B";27;"Grundschuld";17;38
"nein";8000;12,92;"D";25;"Miete";1;50
"nein";25000;10,08;"B";26;"Grundschuld";2;225
"nein";15000;9,76;"B";24;"Grundschuld";2;114
"nein";5000;7,68;"A";22;"Grundschuld";5;40
"nein";12000;11,34;"C";39;"Eigentum";12;51
"nein";25000;15,76;"F";26;"Grundschuld";7;120
"ja";7200;11,03;"C";29;"Miete";1;31
"nein";12500;14,18;"E";26;"Miete";16;57
"nein";20000;10,71;"B";54;"Grundschuld";4;39
"nein";7500;10,39;"B";21;"Miete";3;61
"nein";16600;14,18;"E";25;"Miete";0;65,16
"nein";8000;11,03;"C";27;"Miete";0;39
"nein";23000;11,03;"C";23;"Grundschuld";0;120
"nein";7500;11,66;"C";22;"Grundschuld";1;60
"nein";700;12,29;"C";21;"Miete";0;19
"nein";14000;9,76;"B";27;"Miete";1;45
"nein";8000;8;"A";25;"Miete";3;49,244
"nein";6600;8;"A";27;"Miete";13;50,1
"nein";25000;11,03;"C";25;"Miete";22;162
"ja";9000;11,34;"C";23;"Miete";2;18,5
"nein";14000;11,66;"C";23;"Miete";3;55
"ja";11200;11,66;"C";34;"Miete";3;80
"nein";3000;9,76;"B";24;"Miete";0;100
"nein";5500;9,76;"B";25;"Miete";0;28,8
"nein";1500;12,29;"C";31;"Grundschuld";5;29
"nein";15000;12,29;"C";37;"Grundschuld";2;77
"ja";13200;13,24;"D";40;"Grundschuld";21;75
"nein";7000;11,34;"C";24;"Miete";2;40
"nein";8400;10,39;"B";22;"Grundschuld";0;35,004
"ja";8000;11,34;"C";25;"Miete";4;45
"nein";16000;14,5;"E";28;"Grundschuld";11;95,827
"nein";10000;10,08;"B";28;"Miete";0;48
"nein";10000;8,32;"A";22;"Grundschuld";0;80
"nein";12000;10,71;"B";27;"Miete";2;81,1932
"nein";25000;10,08;"B";29;"Grundschuld";0;145
"nein";25000;13,24;"D";31;"Miete";0;150
"nein";12000;10,39;"B";26;"Miete";3;34,138
"nein";20000;9,45;"B";26;"Miete";0;93,492
"nein";16000;11,66;"C";28;"Eigentum";2;80
"nein";4500;8,63;"A";29;"Miete";7;8,5
"ja";12000;9,76;"B";23;"Grundschuld";1;94,8
"nein";1200;8,32;"A";23;"Miete";3;33
"nein";20000;14,82;"E";24;"Miete";0;75
"nein";18500;10,71;"B";24;"Miete";4;34,3
"nein";6000;12,92;"D";24;"Grundschuld";1;40,8
"nein";10000;11,66;"C";23;"Miete";0;120
"nein";20000;10,08;"B";39;"Miete";0;150
"nein";9600;12,29;"C";27;"Miete";4;78
"nein";6150;11,03;"C";24;"Miete";1;35,7136
"nein";16000;13,24;"D";22;"Miete";0;40
"nein";6625;8,63;"A";25;"Miete";0;13,2
"nein";5000;11,97;"C";32;"Miete";8;48
"nein";3000;7,68;"A";27;"Grundschuld";1;50
"nein";18000;9,76;"B";28;"Grundschuld";22;99
"ja";25000;12,61;"D";24;"Miete";15;109,908
"nein";24000;12,92;"D";33;"Grundschuld";1;95
"ja";5000;12,92;"D";24;"Miete";4;42,1
"ja";8000;8,32;"A";33;"Grundschuld";15;41,05
"nein";5200;9,76;"B";39;"Grundschuld";1;34
"nein";6000;8,32;"A";28;"Grundschuld";7;101
"nein";1600;11,03;"C";24;"Miete";2;37,5
"nein";18000;10,39;"B";37;"Grundschuld";3;205
"nein";3500;13,24;"D";26;"Miete";3;57
"nein";25000;10,39;"B";25;"Grundschuld";3;90
"nein";21000;11,97;"C";31;"Grundschuld";1;151
"nein";15000;9,76;"B";37;"Miete";2;175
"nein";9000;11,97;"C";27;"Miete";2;57,5
"ja";25000;13,55;"D";27;"Grundschuld";0;62
"nein";3000;12,29;"C";24;"Miete";4;32
"nein";22000;9,76;"B";28;"Miete";0;80
"nein";10000;11,03;"C";25;"Grundschuld";21;46,116
"nein";9000;10,39;"B";26;"Miete";0;45
"nein";16000;11,34;"C";31;"Miete";5;85
"nein";25000;9,76;"B";26;"Grundschuld";8;120
"nein";20000;12,61;"D";33;"Grundschuld";2;66
"ja";10000;8,32;"A";22;"Miete";4;39,948
"ja";16400;11,03;"C";34;"Miete";2;49,92
"nein";8000;9,76;"B";26;"Grundschuld";5;24
"nein";10000;10,39;"B";26;"Grundschuld";4;75,555
"nein";9500;11,66;"C";24;"Grundschuld";22;120
"nein";6000;7,68;"A";22;"Eigentum";10;43,2
"ja";3000;11,34;"C";29;"Miete";0;37,44
"nein";15000;8,63;"A";22;"Eigentum";10;50
"nein";18000;10,39;"B";26;"Grundschuld";20;36
"nein";7500;8;"A";32;"Miete";2;40
"nein";20000;14,82;"E";30;"Grundschuld";8;90
"nein";6400;10,71;"B";25;"Miete";0;55
"nein";10000;10,39;"B";37;"Grundschuld";5;65,379
"nein";2800;8;"A";21;"Miete";5;14,8
"nein";7000;10,71;"B";26;"Miete";2;30
"nein";19600;15,13;"E";23;"Grundschuld";2;75
"ja";9000;11,03;"C";23;"Grundschuld";8;68
"nein";3600;11,34;"C";25;"Grundschuld";21;55
"nein";15000;14,5;"E";37;"Miete";8;74,784
"nein";6000;10,71;"B";41;"Miete";0;50
"nein";11000;13,55;"D";39;"Miete";0;48
"nein";15000;10,71;"B";36;"Grundschuld";0;80
"nein";13150;13,24;"D";31;"Miete";2;37,692
"nein";25000;10,39;"B";33;"Grundschuld";1;100
"nein";8000;8;"A";21;"Eigentum";0;32,268
"nein";12000;13,55;"D";28;"Grundschuld";2;130
"nein";14000;9,45;"B";26;"Miete";4;42
"nein";4000;10,39;"B";22;"Grundschuld";0;53
"nein";8000;8,63;"A";24;"Grundschuld";31;54,08
"nein";12000;12,29;"C";30;"Miete";3;90
"nein";7500;11,97;"C";26;"Sonstige";0;19,2
"nein";25000;9,76;"B";37;"Grundschuld";7;70
"nein";15000;9,45;"B";24;"Miete";19;62,4
"ja";20000;11,34;"C";24;"Sonstige";1;55
"nein";11000;12,29;"C";25;"Grundschuld";4;36,4
"nein";4000;10,39;"B";27;"Miete";6;30
"nein";10000;9,45;"B";26;"Miete";2;70
"nein";12000;13,55;"D";30;"Grundschuld";0;55
"nein";5000;9,45;"B";26;"Miete";3;40
"nein";9000;10,08;"B";27;"Miete";1;39
"nein";4000;10,08;"B";23;"Grundschuld";12;55,2
"nein";1200;8;"A";30;"Miete";5;14,8
"nein";3500;8;"A";23;"Miete";4;48,562
"nein";3000;7,37;"A";33;"Grundschuld";29;39,504
"nein";12000;13,24;"D";22;"Miete";7;44,16
"nein";3500;11,66;"C";28;"Miete";0;54,263
"nein";9000;11,34;"C";25;"Miete";7;100
"nein";5400;12,61;"D";40;"Miete";2;40,5
"ja";19200;12,29;"C";22;"Miete";15;53
"nein";15000;11,34;"C";23;"Miete";0;84
"nein";5000;10,39;"B";21;"Miete";2;20
"nein";12000;10,08;"B";35;"Grundschuld";2;130
"nein";10000;8,63;"A";30;"Grundschuld";7;90
"nein";12000;11,97;"C";21;"Miete";1;85
"nein";25000;10,08;"B";30;"Grundschuld";5;53,979
"nein";8400;10,71;"B";27;"Miete";1;51
"nein";12000;13,55;"D";25;"Miete";19;70
"nein";10000;13,24;"D";25;"Grundschuld";5;58
"nein";12000;8,32;"A";28;"Grundschuld";7;90
"ja";10000;11,34;"C";29;"Miete";0;25,368
"nein";14000;13,87;"D";27;"Miete";2;62,5
"nein";12000;13,24;"D";29;"Miete";1;27
"nein";12000;10,39;"B";31;"Miete";4;30
"nein";8000;12,92;"D";27;"Miete";13;70
"nein";20000;12,61;"D";23;"Grundschuld";2;84
"nein";25000;17,34;"G";31;"Grundschuld";3;96
"ja";7200;9,45;"B";22;"Miete";0;45
"nein";14300;10,39;"B";27;"Miete";0;30
"nein";8000;8,32;"A";23;"Grundschuld";22;136
"nein";6300;11,03;"C";46;"Grundschuld";10;58
"nein";11000;9,76;"B";27;"Miete";2;83,604
"nein";18000;11,03;"C";24;"Miete";9;42,765
"ja";24000;10,71;"B";34;"Grundschuld";13;70
"nein";19000;12,29;"C";24;"Miete";2;105
"nein";4800;11,03;"C";22;"Miete";3;42,996
"nein";12800;9,45;"B";29;"Miete";1;65
"nein";10000;8;"A";29;"Miete";9;52
"nein";12000;13,24;"D";21;"Grundschuld";0;53
"nein";22000;11,03;"C";33;"Grundschuld";5;90
"ja";20000;12,29;"C";23;"Miete";21;65
"nein";5500;10,71;"B";23;"Grundschuld";12;41
"nein";10000;11,03;"C";25;"Miete";2;33,6
"nein";10000;11,03;"C";31;"Grundschuld";0;47
"ja";15000;11,03;"C";32;"Grundschuld";5;67,2
"nein";6000;12,61;"D";21;"Grundschuld";9;50
"nein";2000;7,37;"A";42;"Eigentum";12;35
"nein";3000;11,03;"C";23;"Grundschuld";12;75,885
"ja";18000;16,4;"F";26;"Grundschuld";4;150
"nein";10000;11,66;"C";28;"Miete";1;64
"nein";12650;11,34;"C";31;"Grundschuld";4;40
"ja";15000;11,03;"C";27;"Eigentum";0;149,616
"nein";10000;12,92;"D";24;"Miete";4;37,2
"nein";10000;10,71;"B";26;"Miete";6;76,25
"nein";25000;10,08;"B";24;"Grundschuld";4;95
"nein";10000;9,45;"B";23;"Miete";0;94
"nein";25000;13,87;"D";25;"Grundschuld";0;63
"nein";18000;12,61;"D";29;"Grundschuld";6;69
"nein";11000;11,97;"C";42;"Miete";0;36
"nein";6625;12,92;"D";26;"Miete";8;28
"nein";13000;8,32;"A";38;"Eigentum";23;28,8
"nein";8500;13,55;"D";26;"Miete";6;28,7
"nein";15000;13,24;"D";23;"Eigentum";26;46,776
"nein";12000;11,66;"C";26;"Miete";0;48
"nein";7000;9,45;"B";33;"Miete";0;20,244
"nein";7000;12,61;"D";21;"Miete";5;35
"nein";9000;11,97;"C";33;"Eigentum";12;80
"nein";15000;10,39;"B";25;"Grundschuld";12;108
"nein";8400;11,97;"C";22;"Miete";19;51,42
"nein";10000;13,24;"D";43;"Miete";2;66
"ja";21000;10,71;"B";22;"Miete";2;65
"nein";8450;12,29;"C";42;"Miete";0;2039,784
"nein";11000;11,34;"C";27;"Miete";2;52
"nein";10000;8,63;"A";27;"Grundschuld";0;60
"nein";8800;12,29;"C";27;"Eigentum";7;50
"ja";15000;9,76;"B";29;"Grundschuld";7;65
"nein";7750;13,87;"D";30;"Miete";0;30
"nein";12000;10,39;"B";22;"Miete";8;31,2
"nein";12000;14,18;"E";27;"Miete";4;73,66
"nein";16000;9,76;"B";32;"Miete";30;572,4
"ja";24000;12,92;"D";23;"Miete";6;80,7
"nein";20000;15,13;"E";23;"Grundschuld";2;77
"nein";20000;9,45;"B";28;"Grundschuld";5;44,5
"ja";25000;10,71;"B";31;"Grundschuld";0;52
"nein";18000;10,08;"B";33;"Miete";3;67,8
"nein";5000;12,92;"D";38;"Grundschuld";8;72
"nein";20000;9,45;"B";28;"Grundschuld";24;120
"nein";4700;9,45;"B";33;"Miete";1;65
"ja";25000;16,08;"F";22;"Eigentum";0;45
"nein";8000;10,08;"B";24;"Grundschuld";2;62
"nein";6000;10,39;"B";21;"Grundschuld";0;16,8
"ja";10600;11,97;"C";24;"Miete";6;39,048
"nein";5000;8;"A";27;"Grundschuld";11;80
"nein";18000;10,39;"B";27;"Miete";1;80
"nein";8000;14,18;"E";23;"Miete";8;37,44
"ja";24500;12,61;"D";29;"Grundschuld";2;120
"nein";2925;10,71;"B";22;"Miete";5;27
"nein";8000;9,76;"B";22;"Grundschuld";5;40
"nein";7200;8;"A";33;"Miete";5;83
"ja";14700;12,29;"C";25;"Miete";8;37,2
"nein";10000;11,34;"C";21;"Miete";3;28,6
"nein";16000;14,18;"E";23;"Miete";3;139,992
"ja";7000;9,45;"B";46;"Grundschuld";1;93
"nein";12000;15,76;"F";35;"Grundschuld";13;100
"ja";10000;9,76;"B";37;"Miete";5;24
"ja";11000;11,03;"C";31;"Eigentum";0;20,4
"nein";7000;8,63;"A";22;"Miete";4;42
"nein";5000;15,13;"E";23;"Miete";4;56,016
"ja";19275;14,5;"E";40;"Miete";8;33,6
"ja";15000;9,76;"B";27;"Grundschuld";0;55
"nein";11000;13,87;"D";26;"Eigentum";2;50,004
"nein";10000;8,63;"A";23;"Grundschuld";4;109,2
"ja";5000;10,39;"B";30;"Miete";7;69,6
"nein";5600;9,76;"B";35;"Miete";0;40
"ja";15000;9,76;"B";33;"Grundschuld";1;26
"nein";21000;9,76;"B";23;"Eigentum";0;45
